220,Eurocake Mini Brownies,3,19,20,9 per pack,201,21,25.2,https://shop.instashop.ae/publicfiles/2f147f6f-5ae1-4a35-8870-2a6b8afd1198_wtm_0f102ed8-fe9f-4629-8d76-81d0a78f742f_IMG_2573.jpg
221,Monginis Party Cake Orange,3,19,20,1 pcs,202,13,15.6,https://shop.instashop.ae/publicfiles/adb87aa4-faa8-4bdd-9064-e8990a9fad10_wtm_9a5cad32-1aeb-4af1-bb38-a97ac98d3d90_IMG_2642.jpg
222,Todo Mini Chocolate Muffins with Chocolate Chips,3,19,20,60 gr,203,5,6,https://shop.instashop.ae/publicfiles/302a1431-e46d-427c-b964-3a57ebdd70c1_wtm_6d7df419-5134-44b9-9401-42afbd1f617c__MG_3575.jpg
223,Monginis Party Cake Butter Flavor,3,19,20,1 pcs,204,13,15.6,https://shop.instashop.ae/publicfiles/wtm_56df3d24-666a-46e5-adce-80b8ddbad79d_thumb_lg_az4xnj1a8bwhz5dygb9__src_ca84c5f2-3828-4148-a40f-cdfe39979b5c__MG_3181.jpg
224,Domty Sandwich Filled with Chocolate Hazelnut,3,19,20,1 pcs,205,4,4.8,https://shop.instashop.ae/publicfiles/wtm_e57c393b-f6c4-4163-8c64-a1d21b376221_thumb_lg_acbmvtdmzaroy028g2e29_3000757901-no24.jpg
225,Monginis Toasty White Bread,3,19,20,525 gr,206,15,18,https://shop.instashop.ae/publicfiles/82b20cf5-49a5-463e-aab1-94cb856b8554_wtm_ed73ea31-5c89-4410-9de9-37642295f49a_BOO_5626.jpg
226,Domty Sandwich Filled with Plain Cream Cheese,3,19,20,1 pcs,207,4,4.8,https://shop.instashop.ae/publicfiles/wtm_f685336c-751d-4467-888e-9a6633d057fc_thumb_lg_calgor2by7wn0gqzolxr_3000757895-no22.jpg
227,Domty Sandwich Filled with Istanboli Cheese,3,19,20,1 pcs,208,4,4.8,https://shop.instashop.ae/publicfiles/wtm_67614e29-07a7-4f8a-8105-5ce42fed0a7d_thumb_lg_sij71brbyz61ntd18aor__src_e5aad44a-3cff-4b48-bae1-0253101a79f3__MG_4475.jpg
228,Domty Sandwich Filled with Feta Plus Cheese &amp; Olives,3,19,20,1 pcs,209,4,4.8,https://shop.instashop.ae/publicfiles/wtm_b6a968e972ce9db93afeb203e2ecce43_thumb_lg_hzwwzb4g04qsqgkwewmi_757390-1pcs.jpg
229,Eurocake Double Chocolate Muffin,3,19,20,1 pcs,210,48,57.6,https://shop.instashop.ae/publicfiles/a8d6580d-1c13-499d-95f8-d136b51e222d_wtm_3dd3babe-cac5-43ec-8671-b3b4c8d9319f_000_9860.jpg
230,Monginis Party Cake Chocolate Flavor,3,19,20,1 pcs,211,13,15.6,https://shop.instashop.ae/publicfiles/wtm_0d9636b7-50a0-4b0e-932c-ac1b71f14c90_thumb_lg_cneig79jv4gm7ktke29__src_7a3644d8-1c31-4c6d-ae5e-64f367822295__MG_3182.jpg
231,Todo Max Vanilla Cake Bar with Cocoa Filling &amp; Coating,3,19,20,1 pcs,212,2,2.4,https://shop.instashop.ae/publicfiles/wtm_4da6c578-bd79-4ce5-91f6-1fef8a8ed1f52c605a7c691f93ca2a85f1a55f28a37e_IMG_1161.jpg
232,Domty Sandwich Filled with Strawberry Jam,3,19,20,1 pcs,213,4,4.8,https://shop.instashop.ae/publicfiles/wtm_3c4a79f9-c722-449d-b84d-2208bb7c0d98_thumb_lg_qo4wqceuacn8wnbwewmi_3000757918-no23.jpg
233,Eurocake Fruit Cake Slice,3,19,20,50 gr,214,4,4.8,https://shop.instashop.ae/publicfiles/684f016f-e2c3-4f83-a792-082165910a78_wtm_80f0bd6b-117a-4081-ba97-3f30ca6896e1__MG_3597.jpg
234,Babita Cheese Puff,3,19,20,1 pcs,215,4,4.8,https://shop.instashop.ae/publicfiles/wtm_1ec5053b-781e-4d00-9ab4-d84ab1891c58_thumb_lg_nh66z42lvq8p1osf9a4i__src_481ed31f-ded7-448c-b85d-5c4c80590c54__MG_3183.jpg
235,Domty Sandwich Roll with Halawa Spread,3,19,20,1 pcs,216,4,4.8,https://shop.instashop.ae/publicfiles/wtm_62f5ca19-f9bb-4e17-92dc-5717c7d90b2429747d910a5a2811d5148452dc0b1f17_IMG_0757.jpg
